category,categoryNameVariations,created_at,image_url,last_updated,matched_products_count,name,original_url,price,price_history,product_id,store_id,matched_products
Cooking Essentials,"[""cooking essentials"",""spices"",""masala"",""salt"",""masalay"",""namak"",""cooking items"",""bawarchi khana"",""whole spices"",""ground spices"",""herbs"",""condiments""]",2025-08-04T17:56:34.293276,https://storage.googleapis.com/qemat-a2a2c.firebasestorage.app/products/Imtiaz/ab479f49-c8a9-4eae-a22f-78cfc436dc78.jpg,2025-08-05T13:21:53.941Z,16,Dipitt Oyster Sauce 300G,https://shop.imtiaz.com.pk/product/dipitt-oyster-sauce-300g-368681,379,"[{""price"":379,""timestamp"":""2025-08-04T17:56:34.293276"",""is_current"":true}]",ab479f49-c8a9-4eae-a22f-78cfc436dc78,Imtiaz,"[""003c11cf-e296-4763-ac3e-73562f9b1ac5"", ""08ca3da8-cc03-471c-a5c2-495a0b3a4903"", ""2d7825f0-136f-4b74-a167-ca09c06a44c4"", ""53472ac5-7cdc-44d2-9ddd-aab1f52ac4ff"", ""5433ff1e-f5d7-41a8-930f-338ee18672eb"", ""5737fa6c-5699-4a06-9a4a-df84d7c78447"", ""582d16a7-8064-4a48-9d24-fc063ae003cc"", ""5e95d95d-e8ce-4d20-a7aa-fdba4b0e0f5b"", ""644701d1-a625-4485-8119-2f1fb8c291b9"", ""72032637-03f4-48cd-a26f-8aaddcd79680"", ""750fc85f-8dcb-4fd4-8199-c530cc23ae91"", ""978f6397-ead9-4ee9-9208-a5394f66d41b"", ""a2b48878-2ed5-47d0-bd28-c790a163cf4e"", ""b09d8786-cc4a-41e2-b99a-67ab41eb9ec9"", ""b594be74-e151-47da-b2b2-cf73d555ffcb"", ""d1208ca0-7d72-454f-abb1-18ca9267232c""]"
