category,categoryNameVariations,created_at,image_url,last_updated,matched_products_count,name,original_url,price,price_history,product_id,store_id,matched_products
Cooking Essentials,"[""cooking essentials"",""spices"",""masala"",""salt"",""masalay"",""namak"",""cooking items"",""bawarchi khana"",""whole spices"",""ground spices"",""herbs"",""condiments""]",2025-07-03T21:54:40.860531,https://storage.googleapis.com/qemat-a2a2c.firebasestorage.app/product_images/a2b48878-2ed5-47d0-bd28-c790a163cf4e_processed.jpg,2025-10-06T20:00:52.319787,19,Dipitt Chipotle Sauce 300GM,https://jalalsons.com.pk/product/dipitt-chipotle-sauce-300gm-178840,434,"[{""price"": 444, ""timestamp"": ""2025-07-03T21:54:40.860531"", ""is_current"": false}, {""price"": 434.0, ""is_current"": true, ""timestamp"": ""2025-10-06T20:00:52.319676""}]",a2b48878-2ed5-47d0-bd28-c790a163cf4e,Jalal Sons,"[""003c11cf-e296-4763-ac3e-73562f9b1ac5"", ""08ca3da8-cc03-471c-a5c2-495a0b3a4903"", ""2d7825f0-136f-4b74-a167-ca09c06a44c4"", ""3bda8018-806c-46be-bdcd-1cfccf3dee6f"", ""53472ac5-7cdc-44d2-9ddd-aab1f52ac4ff"", ""5433ff1e-f5d7-41a8-930f-338ee18672eb"", ""5737fa6c-5699-4a06-9a4a-df84d7c78447"", ""582d16a7-8064-4a48-9d24-fc063ae003cc"", ""644701d1-a625-4485-8119-2f1fb8c291b9"", ""72032637-03f4-48cd-a26f-8aaddcd79680"", ""750fc85f-8dcb-4fd4-8199-c530cc23ae91"", ""8520a9f8-a046-40de-bfc1-4af9e626df30"", ""978f6397-ead9-4ee9-9208-a5394f66d41b"", ""ab479f49-c8a9-4eae-a22f-78cfc436dc78"", ""b09d8786-cc4a-41e2-b99a-67ab41eb9ec9"", ""b594be74-e151-47da-b2b2-cf73d555ffcb"", ""d1208ca0-7d72-454f-abb1-18ca9267232c"", ""e88167f4-93b1-4223-9f15-cc0caf72ca1e"", ""ee4ad755-5075-4da9-9cac-b96ccb75a698""]"
