category,categoryNameVariations,created_at,image_url,last_updated,matched_products_count,name,original_url,price,price_history,product_id,store_id,matched_products
Flour,"[""flour"",""atta"",""wheat flour"",""aata"",""maida"",""gehoon ka atta"",""white flour"",""whole wheat"",""gram flour"",""besan""]",2025-07-03T17:27:30.183133,https://storage.googleapis.com/qemat-a2a2c.firebasestorage.app/products/Metro/003bc85b-2a58-4893-a864-02e6a2b62adb.jpeg,2025-08-05T13:21:53.709Z,2,Punjab Atta No.1 10Kg (Pg),https://www.metro-online.pk/detail/cooking-essentials/commodities/flour/punjab-atta-no.1-10kg-(pg)/16446559?categoryName=Search,765,"[{""price"":765,""timestamp"":""2025-07-03T17:27:30.183133"",""is_current"":true}]",003bc85b-2a58-4893-a864-02e6a2b62adb,Metro,"[""05c5dcab-1aa4-409f-8b14-5543530c8f12"", ""8808263e-3c92-410d-9d48-f9c4e9ccffad""]"
