category,categoryNameVariations,created_at,image_url,last_updated,matched_products_count,name,original_url,price,price_history,product_id,store_id,matched_products
Dairy,"[""dairy"",""cheese"",""butter"",""yogurt"",""dairy products"",""makhan"",""dahi"",""dhai"",""fresh dairy"",""processed cheese"",""cream"",""paneer""]",2025-08-04T18:30:15.683786,https://storage.googleapis.com/qemat-a2a2c.firebasestorage.app/products/Rainbow/0087e023-e9cd-4d14-81cc-a9fa2249626b.jpg,2025-08-05T13:21:53.887Z,2,Prema Yogurt Vanilla - 100Gm,https://rainbowcc.com.pk/product/prema-yogurt-vanilla-2147691,94,"[{""price"":94,""timestamp"":""2025-08-04T18:30:15.683786"",""is_current"":true}]",0087e023-e9cd-4d14-81cc-a9fa2249626b,Rainbow,"[""2c587a2c-9f07-41d5-8b4c-20bfc67b160f"", ""53070109-4759-43af-867d-e6845502d6a2""]"
